Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,7,16,2,DL,13871,13487,700,-5,0,807,-7,0,0
2013,7,16,2,DL,11433,15304,1025,-10,0,1300,0,0,0
2013,7,16,2,DL,11433,10721,1725,37,1,1918,65,1,0
2013,7,16,2,DL,10721,11433,1848,-8,0,2100,-27,0,0
2013,7,16,2,DL,13487,14100,1945,-8,0,2318,-17,0,0
2013,7,16,2,DL,10821,10397,630,-3,0,821,-10,0,0
2013,7,16,2,DL,10397,11697,1455,-2,0,1653,-22,0,0
2013,7,16,2,DL,11697,10397,1745,-3,0,1942,-8,0,0
2013,7,16,2,DL,10397,11697,838,-3,0,1030,2,0,0
2013,7,16,2,DL,10397,13871,1921,-2,0,2051,-25,0,0
2013,7,16,2,DL,12478,12889,1945,18,1,2238,-8,0,0
2013,7,16,2,DL,10397,14683,2057,0,0,2224,-20,0,0
2013,7,16,2,DL,13342,11433,1232,-4,0,1444,-7,0,0
2013,7,16,2,DL,13487,13930,700,79,1,824,74,1,0
2013,7,16,2,DL,13930,13487,904,71,1,1036,52,1,0
2013,7,16,2,DL,14747,14869,600,-3,0,858,-13,0,0
2013,7,16,2,DL,11433,10821,2200,19,1,2329,17,1,0
2013,7,16,2,DL,10821,11433,1921,6,0,2050,23,1,0
2013,7,16,2,DL,11193,15304,1130,-6,0,1332,-13,0,0
2013,7,16,2,DL,10397,11433,1340,-2,0,1540,-12,0,0
2013,7,16,2,DL,10397,14683,822,-3,0,944,-1,0,0
2013,7,16,2,DL,14683,10397,1035,-3,0,1357,1,0,0
2013,7,16,2,DL,14679,10397,900,2,0,1620,0,0,0
2013,7,16,2,DL,12478,14747,1900,27,1,2216,60,1,0
2013,7,16,2,DL,10529,11433,600,-5,0,757,-16,0,0
2013,7,16,2,DL,11433,11292,1225,-2,0,1336,-23,0,0
2013,7,16,2,DL,14107,10397,2335,0,0,609,4,0,0
2013,7,16,2,DL,12953,10397,1100,-4,0,1332,27,1,0
2013,7,16,2,DL,10397,13232,1205,-3,0,1256,-12,0,0
2013,7,16,2,DL,13487,12889,1121,112,1,1240,97,1,0
2013,7,16,2,DL,12889,13487,1325,92,1,1829,86,1,0
2013,7,16,2,DL,10397,11057,1208,-4,0,1320,-12,0,0
2013,7,16,2,DL,11057,10397,1400,-5,0,1517,-18,0,0
2013,7,16,2,DL,13487,14747,700,-3,0,840,-13,0,0
2013,7,16,2,DL,12892,10397,1330,62,1,2100,52,1,0
2013,7,16,2,DL,10397,12892,1045,-1,0,1223,-11,0,0
2013,7,16,2,DL,13931,10397,1701,5,0,1847,-6,0,0
2013,7,16,2,DL,10397,11697,2035,-1,0,2229,-6,0,0
2013,7,16,2,DL,14122,10397,1303,-3,0,1444,-7,0,0
2013,7,16,2,DL,10397,13930,945,-2,0,1046,8,0,0
2013,7,16,2,DL,13930,10397,1130,5,0,1422,8,0,0
2013,7,16,2,DL,10397,14100,1510,77,1,1725,65,1,0
2013,7,16,2,DL,14100,10397,1815,56,1,2041,33,1,0
2013,7,16,2,DL,14679,10397,745,-5,0,1501,-8,0,0
2013,7,16,2,DL,11278,13487,1919,13,0,2100,25,1,0
2013,7,16,2,DL,13487,11278,1515,-5,0,1839,10,0,0
2013,7,16,2,DL,14869,11298,1005,-3,0,1344,-8,0,0
2013,7,16,2,DL,11298,14869,1424,9,0,1606,3,0,0
2013,7,16,2,DL,10397,14492,1505,6,0,1634,1,0,0
2013,7,16,2,DL,14492,10397,1725,-3,0,1858,0,0,0
2013,7,16,2,DL,12892,13487,1500,-2,0,2031,-6,0,0
2013,7,16,2,DL,10397,13204,1930,-2,0,2059,-10,0,0
2013,7,16,2,DL,13303,12478,1219,-3,0,1516,20,1,0
2013,7,16,2,DL,11433,13198,1557,7,0,1658,-4,0,0
2013,7,16,2,DL,13198,11433,1745,-10,0,2036,-10,0,0
2013,7,16,2,DL,14524,10397,715,-6,0,855,-20,0,0
2013,7,16,2,DL,14869,14057,2205,-7,0,2257,6,0,0
2013,7,16,2,DL,10397,12266,1200,-3,0,1300,-14,0,0
2013,7,16,2,DL,10397,10693,1350,4,0,1350,-5,0,0
2013,7,16,2,DL,10693,10397,1430,12,0,1642,5,0,0
2013,7,16,2,DL,10397,13930,1345,-4,0,1449,-16,0,0
2013,7,16,2,DL,13930,10397,1530,-5,0,1830,-8,0,0
2013,7,16,2,DL,10397,10821,1725,-5,0,1925,-9,0,0
2013,7,16,2,DL,11433,13342,1345,-2,0,1356,1,0,0
2013,7,16,2,DL,13342,11433,1436,-6,0,1645,-16,0,0
2013,7,16,2,DL,14771,10397,1355,30,1,2134,38,1,0
2013,7,16,2,DL,11433,10397,1630,1,0,1827,-2,0,0
2013,7,16,2,DL,14869,12889,1115,2,0,1132,-2,0,0
2013,7,16,2,DL,10397,14831,1955,-2,0,2150,-15,0,0
2013,7,16,2,DL,14831,10397,2240,-4,0,614,-4,0,0
2013,7,16,2,DL,12953,13204,1347,-5,0,1644,9,0,0
2013,7,16,2,DL,10397,12953,845,-2,0,1103,2,0,0
2013,7,16,2,DL,13487,14679,915,-1,0,1102,-14,0,0
2013,7,16,2,DL,14679,13487,1220,-7,0,1757,-16,0,0
2013,7,16,2,DL,13342,11433,700,-1,0,915,-1,0,0
2013,7,16,2,DL,10397,10529,1253,3,0,1518,-5,0,0
2013,7,16,2,DL,10529,10397,1558,-3,0,1828,-18,0,0
2013,7,16,2,DL,10397,14679,844,1,0,1009,-20,0,0
2013,7,16,2,DL,14679,10397,1100,-4,0,1820,-4,0,0
2013,7,16,2,DL,10397,14122,1727,16,1,1910,2,0,0
2013,7,16,2,DL,11433,13342,1545,-5,0,1556,-1,0,0
2013,7,16,2,DL,13342,11433,1645,-1,0,1854,21,1,0
2013,7,16,2,DL,10397,11066,1422,7,0,1555,0,0,0
2013,7,16,2,DL,11066,10397,1637,0,0,1810,1,0,0
2013,7,16,2,DL,10397,10529,941,15,1,1205,17,1,0
2013,7,16,2,DL,10529,10397,1247,13,0,1515,9,0,0
2013,7,16,2,DL,12264,10397,829,-5,0,1014,-10,0,0
2013,7,16,2,DL,11697,12953,1050,-8,0,1353,-13,0,0
2013,7,16,2,DL,10721,13204,1430,-4,0,1729,-17,0,0
2013,7,16,2,DL,10397,10721,845,24,1,1124,30,1,0
2013,7,16,2,DL,10721,10397,945,-8,0,1225,-13,0,0
2013,7,16,2,DL,12889,10397,830,-3,0,1529,0,0,0
2013,7,16,2,DL,10397,12889,1936,0,0,2100,-23,0,0
2013,7,16,2,DL,11433,11697,1405,2,0,1708,-8,0,0
2013,7,16,2,DL,11697,11433,1758,-9,0,2059,-3,0,0
2013,7,16,2,DL,12953,13495,1545,4,0,1814,-10,0,0
2013,7,16,2,DL,11433,12892,835,495,1,1030,477,1,0
2013,7,16,2,DL,12892,11433,1130,460,1,1859,459,1,0
2013,7,16,2,DL,11433,14492,1740,-3,0,1917,0,0,0
2013,7,16,2,DL,13487,11292,930,-3,0,1034,5,0,0
2013,7,16,2,DL,10397,10693,2300,-2,0,2301,-13,0,0
2013,7,16,2,DL,10397,11298,1015,-3,0,1134,-3,0,0
2013,7,16,2,DL,11298,10397,1215,4,0,1524,6,0,0
2013,7,16,2,DL,10397,11298,2155,3,0,2306,4,0,0
2013,7,16,2,DL,13487,15304,1405,5,0,1809,5,0,0
2013,7,16,2,DL,14057,10397,1115,54,1,1854,59,1,0
2013,7,16,2,DL,12953,13495,1825,-7,0,2032,-5,0,0
2013,7,16,2,DL,11292,10397,800,1,0,1250,11,0,0
2013,7,16,2,DL,13204,10397,830,0,0,1007,-14,0,0
2013,7,16,2,DL,11433,12892,1205,5,0,1353,-18,0,0
2013,7,16,2,DL,14107,14869,1630,9,0,1905,15,1,0
2013,7,16,2,DL,11433,15304,1935,1,0,2215,-17,0,0
2013,7,16,2,DL,11433,10721,1520,31,1,1720,35,1,0
2013,7,16,2,DL,10721,11433,1435,11,0,1641,-3,0,0
2013,7,16,2,DL,11433,12339,1731,9,0,1835,4,0,0
2013,7,16,2,DL,10397,10529,1506,-4,0,1738,-8,0,0
2013,7,16,2,DL,10529,10397,1818,-1,0,2047,-14,0,0
2013,7,16,2,DL,10821,10397,745,-4,0,937,-16,0,0
2013,7,16,2,DL,10397,11697,1340,11,0,1534,10,0,0
2013,7,16,2,DL,13487,13244,1729,-4,0,1932,-14,0,0
2013,7,16,2,DL,12889,12478,1620,-8,0,10,11,0,0
2013,7,16,2,DL,11433,14771,1745,61,1,1954,39,1,0
2013,7,16,2,DL,10397,11042,1425,16,1,1603,18,1,0
2013,7,16,2,DL,11042,10397,1645,17,1,1827,10,0,0
2013,7,16,2,DL,13487,11433,1145,-7,0,1428,-14,0,0
2013,7,16,2,DL,10397,11066,2145,-2,0,2321,-18,0,0
2013,7,16,2,DL,11433,10821,731,-1,0,904,7,0,0
2013,7,16,2,DL,10821,11433,945,10,0,1114,21,1,0
2013,7,16,2,DL,10397,11278,1920,-6,0,2119,-15,0,0
2013,7,16,2,DL,11278,10397,1800,-1,0,1954,-13,0,0
2013,7,16,2,DL,12889,14869,1345,-4,0,1558,-4,0,0
2013,7,16,2,DL,11193,14869,842,-3,0,1024,-12,0,0
2013,7,16,2,DL,14869,14057,1115,-5,0,1204,-10,0,0
2013,7,16,2,DL,12478,10397,620,-1,0,843,3,0,0
2013,7,16,2,DL,11433,11278,1025,-6,0,1152,-3,0,0
2013,7,16,2,DL,11278,11433,1245,-1,0,1415,2,0,0
2013,7,16,2,DL,14893,13487,700,-6,0,1223,-14,0,0
2013,7,16,2,DL,13303,10397,1015,0,0,1210,-2,0,0
2013,7,16,2,DL,12953,10397,859,-2,0,1137,-12,0,0
2013,7,16,2,DL,11433,12953,835,-6,0,1025,-22,0,0
2013,7,16,2,DL,13198,14869,612,-1,0,745,-12,0,0
2013,7,16,2,DL,10397,12478,2155,16,1,15,1,0,0
2013,7,16,2,DL,13487,12889,910,-3,0,1029,-17,0,0
2013,7,16,2,DL,13487,14771,1420,103,1,1617,83,1,0
2013,7,16,2,DL,11433,13342,1950,38,1,2002,38,1,0
2013,7,16,2,DL,10397,12892,1230,-2,0,1402,-7,0,0
2013,7,16,2,DL,10397,14908,940,-1,0,1118,-23,0,0
2013,7,16,2,DL,14908,10397,1210,8,0,1928,7,0,0
2013,7,16,2,DL,12339,10397,830,-5,0,1003,-2,0,0
2013,7,16,2,DL,12892,11193,815,-5,0,1529,9,0,0
2013,7,16,2,DL,10397,14100,1240,7,0,1447,12,0,0
2013,7,16,2,DL,14100,10397,1530,3,0,1735,-11,0,0
2013,7,16,2,DL,11278,13487,1435,-7,0,1615,-11,0,0
2013,7,16,2,DL,13487,11278,1020,-4,0,1343,-10,0,0
2013,7,16,2,DL,12478,14771,1000,-9,0,1319,-23,0,0
2013,7,16,2,DL,13487,14869,705,-2,0,854,-8,0,0
2013,7,16,2,DL,14747,13487,1500,-8,0,2011,-4,0,0
2013,7,16,2,DL,12478,14747,730,-1,0,1033,-19,0,0
2013,7,16,2,DL,10397,14107,1100,60,1,1158,33,1,0
2013,7,16,2,DL,14107,10397,1250,34,1,1936,39,1,0
2013,7,16,2,DL,12478,12889,1530,-1,0,1815,-8,0,0
2013,7,16,2,DL,10397,14492,1609,-2,0,1739,-7,0,0
2013,7,16,2,DL,14492,10397,1830,-6,0,2003,2,0,0
2013,7,16,2,DL,10397,14771,1757,85,1,2003,118,1,0
2013,7,16,2,DL,10397,10299,1535,6,0,1921,-10,0,0
2013,7,16,2,DL,10397,13244,1610,-8,0,1633,-24,0,0
2013,7,16,2,DL,12953,11697,1441,-4,0,1755,-1,0,0
2013,7,16,2,DL,14683,11433,705,2,0,1110,-2,0,0
2013,7,16,2,DL,13487,10397,1500,-1,0,1826,1,0,0
2013,7,16,2,DL,14869,12889,1350,-5,0,1415,-8,0,0
2013,7,16,2,DL,14492,13487,830,-3,0,1017,-23,0,0
2013,7,16,2,DL,10299,10397,2011,6,0,705,-14,0,0
2013,7,16,2,DL,10397,12953,945,3,0,1202,4,0,0
2013,7,16,2,DL,13487,14679,1130,1,0,1316,-13,0,0
2013,7,16,2,DL,14679,13487,1400,-4,0,1934,-3,0,0
2013,7,16,2,DL,10397,13851,1340,-1,0,1451,-16,0,0
2013,7,16,2,DL,13851,10397,1531,-4,0,1835,-5,0,0
2013,7,16,2,DL,10397,12451,1735,-2,0,1851,-12,0,0
2013,7,16,2,DL,10397,14683,1052,-5,0,1223,-7,0,0
2013,7,16,2,DL,14683,10397,1314,-3,0,1640,-7,0,0
2013,7,16,2,DL,14679,10397,2250,-1,0,602,-1,0,0
2013,7,16,2,DL,11433,13244,1210,-6,0,1307,-15,0,0
2013,7,16,2,DL,11292,12953,1553,2,0,2140,9,0,0
2013,7,16,2,DL,12889,12478,700,-2,0,1455,1,0,0
2013,7,16,2,DL,13487,12953,1115,-6,0,1459,-6,0,0
2013,7,16,2,DL,10397,15304,2045,-1,0,2212,-11,0,0
2013,7,16,2,DL,11697,12953,1325,73,1,1633,70,1,0
2013,7,16,2,DL,13487,10397,1730,-5,0,2056,-8,0,0
2013,7,16,2,DL,10397,12264,1929,-3,0,2126,1,0,0
2013,7,16,2,DL,10721,10397,1215,16,1,1457,1,0,0
2013,7,16,2,DL,10397,13851,840,-1,0,952,-3,0,0
2013,7,16,2,DL,13851,10397,1032,-5,0,1336,-4,0,0
2013,7,16,2,DL,10397,14492,1110,-1,0,1238,-9,0,0
2013,7,16,2,DL,14492,10397,1330,-4,0,1500,-14,0,0
2013,7,16,2,DL,11433,11697,1001,-5,0,1300,-6,0,0
2013,7,16,2,DL,11697,11433,1340,-6,0,1648,-13,0,0
2013,7,16,2,DL,11433,13204,1749,-2,0,2030,-14,0,0
2013,7,16,2,DL,12892,11433,915,4,0,1644,25,1,0
2013,7,17,3,DL,10821,11433,1245,-4,0,1415,-9,0,0
2013,7,17,3,DL,13487,14747,2155,29,1,2336,13,0,0
2013,7,17,3,DL,12889,13487,1555,-7,0,2057,-9,0,0
2013,7,17,3,DL,11278,10397,1600,334,1,1752,366,1,0
2013,7,17,3,DL,13851,10397,600,-2,0,904,-2,0,0
2013,7,17,3,DL,14747,12478,2330,123,1,736,115,1,0
2013,7,17,3,DL,12478,14747,1735,120,1,2108,130,1,0
2013,7,17,3,DL,15016,13487,1656,53,1,1831,39,1,0
2013,7,17,3,DL,11278,11433,659,0,0,837,-18,0,0
2013,7,17,3,DL,10397,14107,805,-3,0,859,-24,0,0
2013,7,17,3,DL,14107,10397,1005,-2,0,1650,31,1,0
2013,7,17,3,DL,12953,10397,700,1,0,930,14,0,0
2013,7,17,3,DL,11433,12953,1725,57,1,1914,53,1,0
2013,7,17,3,DL,13495,12892,720,-3,0,917,-13,0,0
2013,7,17,3,DL,12889,13487,720,-4,0,1222,1,0,0
2013,7,17,3,DL,13487,12889,1750,-6,0,1911,-23,0,0
2013,7,17,3,DL,12889,12892,620,-1,0,730,-7,0,0
2013,7,17,3,DL,12889,10397,715,-1,0,1415,-5,0,0
2013,7,17,3,DL,10397,12892,940,4,0,1110,-16,0,0
2013,7,17,3,DL,15304,10397,1445,0,0,1615,6,0,0
2013,7,17,3,DL,14869,14747,2155,-8,0,2300,14,0,0
2013,7,17,3,DL,15304,12892,1930,-2,0,2125,-9,0,0
2013,7,17,3,DL,13487,12892,1135,3,0,1321,-14,0,0
2013,7,17,3,DL,12892,12173,1442,3,0,1723,-8,0,0
2013,7,17,3,DL,11433,10529,720,-7,0,900,3,0,0
2013,7,17,3,DL,10529,11433,941,-3,0,1129,-9,0,0
2013,7,17,3,DL,10397,14100,1117,-4,0,1320,1,0,0
2013,7,17,3,DL,14100,10397,1415,-2,0,1616,50,1,0
2013,7,17,3,DL,14869,13487,2016,-4,0,2346,4,0,0
2013,7,17,3,DL,13495,11433,1100,-5,0,1432,-8,0,0
2013,7,17,3,DL,10397,14492,1246,0,0,1408,3,0,0
2013,7,17,3,DL,14492,10397,1449,-1,0,1614,-9,0,0
2013,7,17,3,DL,12478,14771,1359,-2,0,1724,-48,0,0
2013,7,17,3,DL,12892,14492,2200,0,0,553,17,1,0
2013,7,17,3,DL,10397,14679,1916,56,1,2047,90,1,0
2013,7,17,3,DL,12892,13487,1830,-7,0,2354,-1,0,0
2013,7,17,3,DL,10397,15016,1016,-2,0,1049,-1,0,0
2013,7,17,3,DL,15016,10397,1135,-2,0,1412,-7,0,0
2013,7,17,3,DL,10397,15304,735,-3,0,857,-1,0,0
2013,7,17,3,DL,15304,10397,945,-4,0,1113,-8,0,0
2013,7,17,3,DL,10693,12892,1715,10,0,1925,2,0,0
2013,7,17,3,DL,13204,13487,800,-2,0,1027,-2,0,0
2013,7,17,3,DL,12339,10397,705,-5,0,838,-10,0,0
2013,7,17,3,DL,14057,10397,2230,3,0,600,6,0,0
2013,7,17,3,DL,12892,12889,1315,-2,0,1434,-13,0,0
2013,7,17,3,DL,12889,12892,1510,-1,0,1621,-5,0,0
2013,7,17,3,DL,11292,10397,1030,-2,0,1522,10,0,0
2013,7,17,3,DL,11433,14747,1730,6,0,1922,-15,0,0
2013,7,17,3,DL,14747,10299,2015,-4,0,2245,0,0,0
2013,7,17,3,DL,10397,12889,1755,29,1,1912,67,1,0
2013,7,17,3,DL,13487,11618,1325,-6,0,1711,-12,0,0
2013,7,17,3,DL,10397,13871,1528,50,1,1655,82,1,0
2013,7,17,3,DL,11433,13342,830,-6,0,842,-21,0,0
2013,7,17,3,DL,13342,11433,917,-4,0,1130,-15,0,0
2013,7,17,3,DL,12191,10397,700,-3,0,1000,-3,0,0
2013,7,17,3,DL,12953,13204,1759,-4,0,2106,-10,0,0
2013,7,17,3,DL,10397,12953,745,-4,0,1004,-16,0,0
2013,7,17,3,DL,10397,13198,1905,58,1,2014,99,1,0
2013,7,17,3,DL,11697,10397,1123,-1,0,1319,-13,0,0
2013,7,17,3,DL,12266,10397,825,-1,0,1128,-4,0,0
2013,7,17,3,DL,11057,10397,830,-5,0,952,-27,0,0
2013,7,17,3,DL,14679,10397,645,-1,0,1404,15,1,0
2013,7,17,3,DL,13487,14057,1425,2,0,1601,-9,0,0
2013,7,17,3,DL,14057,13487,1645,-6,0,2157,-20,0,0
2013,7,17,3,DL,14100,13487,615,-4,0,801,-25,0,0
2013,7,17,3,DL,11433,13342,1205,-3,0,1214,0,0,0
2013,7,17,3,DL,10397,14122,1037,-5,0,1219,-10,0,0
2013,7,17,3,DL,10397,10721,729,0,0,1007,7,0,0
2013,7,17,3,DL,10721,10397,1445,-1,0,1725,7,0,0
2013,7,17,3,DL,12889,10397,600,3,0,1258,12,0,0
2013,7,17,3,DL,11433,11697,735,0,0,1030,-4,0,0
2013,7,17,3,DL,11697,11433,1120,-3,0,1426,-16,0,0
2013,7,17,3,DL,13232,10397,1650,-1,0,1945,16,1,0
2013,7,17,3,DL,13487,11292,730,-11,0,832,-15,0,0
2013,7,17,3,DL,11292,13487,915,-9,0,1212,1,0,0
2013,7,17,3,DL,13487,11292,1431,2,0,1535,-17,0,0
2013,7,17,3,DL,11292,11433,810,-7,0,1259,-12,0,0
2013,7,17,3,DL,11298,14869,830,0,0,1014,1,0,0
2013,7,17,3,DL,12266,14869,800,11,0,1006,-3,0,0
2013,7,17,3,DL,10397,12339,1200,-3,0,1330,-10,0,0
2013,7,17,3,DL,12339,10397,1410,-6,0,1544,-5,0,0
2013,7,17,3,DL,14869,12266,2005,-7,0,4,0,0,0
2013,7,17,3,DL,10397,10140,1840,65,1,1958,110,1,0
2013,7,17,3,DL,13204,10397,720,-4,0,854,-15,0,0
2013,7,17,3,DL,12953,13487,1615,-8,0,1831,22,1,0
2013,7,17,3,DL,13871,13487,700,-5,0,807,-6,0,0
2013,7,17,3,DL,11433,15304,1025,-4,0,1300,-6,0,0
2013,7,17,3,DL,11433,10721,1725,38,1,1918,42,1,0
2013,7,17,3,DL,10721,11433,1848,1,0,2100,11,0,0
2013,7,17,3,DL,13487,14100,1945,-3,0,2318,-16,0,0
2013,7,17,3,DL,10821,10397,630,-2,0,821,-16,0,0
2013,7,17,3,DL,10397,11697,1455,16,1,1653,17,1,0
2013,7,17,3,DL,11697,10397,1745,15,1,1942,46,1,0
2013,7,17,3,DL,10397,11697,838,-3,0,1030,-10,0,0
2013,7,17,3,DL,10397,13871,1921,39,1,2051,76,1,0
2013,7,17,3,DL,12478,12889,1945,25,1,2238,-3,0,0
2013,7,17,3,DL,10397,14683,2057,249,1,2224,226,1,0
2013,7,17,3,DL,13342,11433,1232,4,0,1444,-4,0,0
2013,7,17,3,DL,13487,13930,700,-6,0,824,-17,0,0
2013,7,17,3,DL,13930,13487,904,0,0,1036,-14,0,0
2013,7,17,3,DL,14747,14869,600,-7,0,858,-3,0,0
2013,7,17,3,DL,11433,10821,2200,67,1,2329,65,1,0
2013,7,17,3,DL,10821,11433,1921,13,0,2050,13,0,0
2013,7,17,3,DL,11193,15304,1130,-5,0,1332,-10,0,0
2013,7,17,3,DL,10397,11433,1340,0,0,1540,-15,0,0
2013,7,17,3,DL,14683,10397,1035,122,1,1357,118,1,0
2013,7,17,3,DL,14679,10397,900,-4,0,1620,3,0,0
2013,7,17,3,DL,12478,14747,1900,138,1,2216,138,1,0
2013,7,17,3,DL,10529,11433,600,-3,0,757,-10,0,0
2013,7,17,3,DL,11433,11292,1225,-6,0,1336,-27,0,0
2013,7,17,3,DL,14107,10397,2335,66,1,609,72,1,0
2013,7,17,3,DL,12953,10397,1100,-6,0,1332,-5,0,0
2013,7,17,3,DL,10397,13232,1205,-2,0,1256,-7,0,0
2013,7,17,3,DL,10397,14771,2155,30,1,2356,62,1,0
2013,7,17,3,DL,13487,12889,1121,-5,0,1240,-32,0,0
2013,7,17,3,DL,12889,13487,1325,0,0,1829,11,0,0
2013,7,17,3,DL,10397,11057,1208,-2,0,1320,6,0,0
2013,7,17,3,DL,11057,10397,1400,4,0,1517,-15,0,0
